date,unit,shift,skill_code,required_skill,qualified_assigned,skill_shortfall
2025-11-29,Surgery,Day,OR_CERT,4,3,1
2025-11-29,Surgery,Day,SURG_ASSIST,3,4,0
2025-11-29,Surgery,Evening,OR_CERT,3,2,1
2025-11-29,Surgery,Evening,SURG_ASSIST,2,2,0
2025-11-29,Surgery,Night,OR_CERT,1,1,0
2025-11-29,Surgery,Night,SURG_ASSIST,1,1,0
2025-11-30,Emergency,Day,ED_TRIAGE,4,4,0
2025-11-30,Emergency,Evening,ED_TRIAGE,4,4,0
2025-11-30,Emergency,Night,ED_TRIAGE,3,3,0
2025-11-30,ICU,Day,ICU_CERT,3,3,0
2025-11-30,ICU,Day,VENT,2,2,0
2025-11-30,ICU,Evening,ICU_CERT,3,3,0
2025-11-30,ICU,Evening,VENT,2,2,0
2025-11-30,ICU,Night,ICU_CERT,3,3,0
2025-11-30,ICU,Night,VENT,2,2,0
2025-11-30,Pediatrics,Day,PED_CERT,3,3,0
2025-11-30,Pediatrics,Evening,PED_CERT,3,3,0
2025-11-30,Pediatrics,Night,PED_CERT,3,3,0
2025-11-30,Surgery,Day,OR_CERT,4,3,1
2025-11-30,Surgery,Day,SURG_ASSIST,3,3,0
2025-11-30,Surgery,Evening,OR_CERT,3,3,0
2025-11-30,Surgery,Evening,SURG_ASSIST,2,3,0
2025-11-30,Surgery,Night,OR_CERT,1,1,0
2025-11-30,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-01,Emergency,Day,ED_TRIAGE,4,3,1
2025-12-01,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-01,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-01,ICU,Day,ICU_CERT,3,3,0
2025-12-01,ICU,Day,VENT,2,3,0
2025-12-01,ICU,Evening,ICU_CERT,3,4,0
2025-12-01,ICU,Evening,VENT,2,4,0
2025-12-01,ICU,Night,ICU_CERT,3,1,2
2025-12-01,ICU,Night,VENT,2,2,0
2025-12-01,Pediatrics,Day,PED_CERT,3,0,3
2025-12-01,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-01,Pediatrics,Night,PED_CERT,3,1,2
2025-12-01,Surgery,Day,OR_CERT,4,1,3
2025-12-01,Surgery,Day,SURG_ASSIST,3,1,2
2025-12-01,Surgery,Evening,OR_CERT,3,2,1
2025-12-01,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-01,Surgery,Night,OR_CERT,1,1,0
2025-12-01,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-02,Emergency,Day,ED_TRIAGE,4,2,2
2025-12-02,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-02,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-02,ICU,Day,ICU_CERT,3,3,0
2025-12-02,ICU,Day,VENT,2,2,0
2025-12-02,ICU,Evening,ICU_CERT,3,3,0
2025-12-02,ICU,Evening,VENT,2,2,0
2025-12-02,ICU,Night,ICU_CERT,3,3,0
2025-12-02,ICU,Night,VENT,2,2,0
2025-12-02,Pediatrics,Day,PED_CERT,3,3,0
2025-12-02,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-02,Pediatrics,Night,PED_CERT,3,3,0
2025-12-02,Surgery,Day,OR_CERT,4,3,1
2025-12-02,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-02,Surgery,Evening,OR_CERT,3,3,0
2025-12-02,Surgery,Evening,SURG_ASSIST,2,4,0
2025-12-02,Surgery,Night,OR_CERT,1,1,0
2025-12-02,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-03,Emergency,Day,ED_TRIAGE,5,4,1
2025-12-03,Emergency,Evening,ED_TRIAGE,4,5,0
2025-12-03,Emergency,Night,ED_TRIAGE,3,1,2
2025-12-03,ICU,Day,ICU_CERT,3,2,1
2025-12-03,ICU,Day,VENT,2,2,0
2025-12-03,ICU,Evening,ICU_CERT,3,3,0
2025-12-03,ICU,Evening,VENT,2,2,0
2025-12-03,ICU,Night,ICU_CERT,3,3,0
2025-12-03,ICU,Night,VENT,2,2,0
2025-12-03,Pediatrics,Day,PED_CERT,3,4,0
2025-12-03,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-03,Pediatrics,Night,PED_CERT,3,1,2
2025-12-03,Surgery,Day,OR_CERT,4,5,0
2025-12-03,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-03,Surgery,Evening,OR_CERT,3,3,0
2025-12-03,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-03,Surgery,Night,OR_CERT,1,1,0
2025-12-03,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-04,Emergency,Day,ED_TRIAGE,5,5,0
2025-12-04,Emergency,Evening,ED_TRIAGE,4,5,0
2025-12-04,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-04,ICU,Day,ICU_CERT,3,3,0
2025-12-04,ICU,Day,VENT,2,2,0
2025-12-04,ICU,Evening,ICU_CERT,3,3,0
2025-12-04,ICU,Evening,VENT,2,2,0
2025-12-04,ICU,Night,ICU_CERT,3,3,0
2025-12-04,ICU,Night,VENT,2,2,0
2025-12-04,Pediatrics,Day,PED_CERT,3,4,0
2025-12-04,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-04,Pediatrics,Night,PED_CERT,3,0,3
2025-12-04,Surgery,Day,OR_CERT,4,0,4
2025-12-04,Surgery,Day,SURG_ASSIST,3,0,3
2025-12-04,Surgery,Evening,OR_CERT,3,3,0
2025-12-04,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-04,Surgery,Night,OR_CERT,1,1,0
2025-12-04,Surgery,Night,SURG_ASSIST,1,0,1
2025-12-05,Emergency,Day,ED_TRIAGE,5,0,5
2025-12-05,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-05,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-05,ICU,Day,ICU_CERT,3,2,1
2025-12-05,ICU,Day,VENT,2,2,0
2025-12-05,ICU,Evening,ICU_CERT,3,3,0
2025-12-05,ICU,Evening,VENT,2,3,0
2025-12-05,ICU,Night,ICU_CERT,3,2,1
2025-12-05,ICU,Night,VENT,2,2,0
2025-12-05,Pediatrics,Day,PED_CERT,3,3,0
2025-12-05,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-05,Pediatrics,Night,PED_CERT,3,2,1
2025-12-05,Surgery,Day,OR_CERT,4,5,0
2025-12-05,Surgery,Day,SURG_ASSIST,3,4,0
2025-12-05,Surgery,Evening,OR_CERT,3,3,0
2025-12-05,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-05,Surgery,Night,OR_CERT,1,2,0
2025-12-05,Surgery,Night,SURG_ASSIST,1,2,0
2025-12-06,Emergency,Day,ED_TRIAGE,4,4,0
2025-12-06,Emergency,Evening,ED_TRIAGE,4,2,2
2025-12-06,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-06,ICU,Day,ICU_CERT,3,2,1
2025-12-06,ICU,Day,VENT,2,2,0
2025-12-06,ICU,Evening,ICU_CERT,3,3,0
2025-12-06,ICU,Evening,VENT,2,3,0
2025-12-06,ICU,Night,ICU_CERT,3,1,2
2025-12-06,ICU,Night,VENT,2,3,0
2025-12-06,Pediatrics,Day,PED_CERT,3,3,0
2025-12-06,Pediatrics,Evening,PED_CERT,3,2,1
2025-12-06,Pediatrics,Night,PED_CERT,3,3,0
2025-12-06,Surgery,Day,OR_CERT,4,0,4
2025-12-06,Surgery,Day,SURG_ASSIST,3,1,2
2025-12-06,Surgery,Evening,OR_CERT,3,3,0
2025-12-06,Surgery,Evening,SURG_ASSIST,2,3,0
2025-12-06,Surgery,Night,OR_CERT,1,1,0
2025-12-06,Surgery,Night,SURG_ASSIST,1,0,1
2025-12-07,Emergency,Day,ED_TRIAGE,4,6,0
2025-12-07,Emergency,Evening,ED_TRIAGE,4,1,3
2025-12-07,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-07,ICU,Day,ICU_CERT,3,3,0
2025-12-07,ICU,Day,VENT,2,2,0
2025-12-07,ICU,Evening,ICU_CERT,3,2,1
2025-12-07,ICU,Evening,VENT,2,2,0
2025-12-07,ICU,Night,ICU_CERT,3,1,2
2025-12-07,ICU,Night,VENT,2,2,0
2025-12-07,Pediatrics,Day,PED_CERT,3,3,0
2025-12-07,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-07,Pediatrics,Night,PED_CERT,3,3,0
2025-12-07,Surgery,Day,OR_CERT,4,0,4
2025-12-07,Surgery,Day,SURG_ASSIST,3,0,3
2025-12-07,Surgery,Evening,OR_CERT,3,2,1
2025-12-07,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-07,Surgery,Night,OR_CERT,1,1,0
2025-12-07,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-08,Emergency,Day,ED_TRIAGE,4,1,3
2025-12-08,Emergency,Evening,ED_TRIAGE,4,5,0
2025-12-08,Emergency,Night,ED_TRIAGE,3,2,1
2025-12-08,ICU,Day,ICU_CERT,3,3,0
2025-12-08,ICU,Day,VENT,2,3,0
2025-12-08,ICU,Evening,ICU_CERT,3,4,0
2025-12-08,ICU,Evening,VENT,2,2,0
2025-12-08,ICU,Night,ICU_CERT,3,3,0
2025-12-08,ICU,Night,VENT,2,2,0
2025-12-08,Pediatrics,Day,PED_CERT,3,3,0
2025-12-08,Pediatrics,Evening,PED_CERT,3,2,1
2025-12-08,Pediatrics,Night,PED_CERT,3,3,0
2025-12-08,Surgery,Day,OR_CERT,4,3,1
2025-12-08,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-08,Surgery,Evening,OR_CERT,3,3,0
2025-12-08,Surgery,Evening,SURG_ASSIST,2,3,0
2025-12-08,Surgery,Night,OR_CERT,1,1,0
2025-12-08,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-09,Emergency,Day,ED_TRIAGE,5,5,0
2025-12-09,Emergency,Evening,ED_TRIAGE,4,2,2
2025-12-09,Emergency,Night,ED_TRIAGE,3,4,0
2025-12-09,ICU,Day,ICU_CERT,3,2,1
2025-12-09,ICU,Day,VENT,2,2,0
2025-12-09,ICU,Evening,ICU_CERT,3,4,0
2025-12-09,ICU,Evening,VENT,2,3,0
2025-12-09,ICU,Night,ICU_CERT,3,2,1
2025-12-09,ICU,Night,VENT,2,2,0
2025-12-09,Pediatrics,Day,PED_CERT,3,1,2
2025-12-09,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-09,Pediatrics,Night,PED_CERT,3,2,1
2025-12-09,Surgery,Day,OR_CERT,4,4,0
2025-12-09,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-09,Surgery,Evening,OR_CERT,3,3,0
2025-12-09,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-09,Surgery,Night,OR_CERT,1,1,0
2025-12-09,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-10,Emergency,Day,ED_TRIAGE,4,0,4
2025-12-10,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-10,Emergency,Night,ED_TRIAGE,3,1,2
2025-12-10,ICU,Day,ICU_CERT,3,3,0
2025-12-10,ICU,Day,VENT,2,2,0
2025-12-10,ICU,Evening,ICU_CERT,3,3,0
2025-12-10,ICU,Evening,VENT,2,1,1
2025-12-10,ICU,Night,ICU_CERT,3,3,0
2025-12-10,ICU,Night,VENT,2,2,0
2025-12-10,Pediatrics,Day,PED_CERT,3,1,2
2025-12-10,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-10,Pediatrics,Night,PED_CERT,3,2,1
2025-12-10,Surgery,Day,OR_CERT,4,3,1
2025-12-10,Surgery,Day,SURG_ASSIST,3,2,1
2025-12-10,Surgery,Evening,OR_CERT,3,3,0
2025-12-10,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-10,Surgery,Night,OR_CERT,1,2,0
2025-12-10,Surgery,Night,SURG_ASSIST,1,2,0
2025-12-11,Emergency,Day,ED_TRIAGE,4,6,0
2025-12-11,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-11,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-11,ICU,Day,ICU_CERT,3,1,2
2025-12-11,ICU,Day,VENT,2,1,1
2025-12-11,ICU,Evening,ICU_CERT,3,3,0
2025-12-11,ICU,Evening,VENT,2,1,1
2025-12-11,ICU,Night,ICU_CERT,3,3,0
2025-12-11,ICU,Night,VENT,2,3,0
2025-12-11,Pediatrics,Day,PED_CERT,3,1,2
2025-12-11,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-11,Pediatrics,Night,PED_CERT,3,3,0
2025-12-11,Surgery,Day,OR_CERT,4,6,0
2025-12-11,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-11,Surgery,Evening,OR_CERT,3,3,0
2025-12-11,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-11,Surgery,Night,OR_CERT,1,1,0
2025-12-11,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-12,Emergency,Day,ED_TRIAGE,4,4,0
2025-12-12,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-12,Emergency,Night,ED_TRIAGE,3,0,3
2025-12-12,ICU,Day,ICU_CERT,3,3,0
2025-12-12,ICU,Day,VENT,2,3,0
2025-12-12,ICU,Evening,ICU_CERT,3,3,0
2025-12-12,ICU,Evening,VENT,2,2,0
2025-12-12,ICU,Night,ICU_CERT,3,3,0
2025-12-12,ICU,Night,VENT,2,2,0
2025-12-12,Pediatrics,Day,PED_CERT,3,3,0
2025-12-12,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-12,Pediatrics,Night,PED_CERT,3,3,0
2025-12-12,Surgery,Day,OR_CERT,4,4,0
2025-12-12,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-12,Surgery,Evening,OR_CERT,3,2,1
2025-12-12,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-12,Surgery,Night,OR_CERT,1,1,0
2025-12-12,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-13,Emergency,Day,ED_TRIAGE,4,4,0
2025-12-13,Emergency,Evening,ED_TRIAGE,4,5,0
2025-12-13,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-13,ICU,Day,ICU_CERT,3,3,0
2025-12-13,ICU,Day,VENT,2,2,0
2025-12-13,ICU,Evening,ICU_CERT,3,3,0
2025-12-13,ICU,Evening,VENT,2,2,0
2025-12-13,ICU,Night,ICU_CERT,3,3,0
2025-12-13,ICU,Night,VENT,2,2,0
2025-12-13,Pediatrics,Day,PED_CERT,3,1,2
2025-12-13,Pediatrics,Evening,PED_CERT,3,4,0
2025-12-13,Pediatrics,Night,PED_CERT,3,1,2
2025-12-13,Surgery,Day,OR_CERT,4,4,0
2025-12-13,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-13,Surgery,Evening,OR_CERT,3,4,0
2025-12-13,Surgery,Evening,SURG_ASSIST,2,4,0
2025-12-13,Surgery,Night,OR_CERT,1,1,0
2025-12-13,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-14,Emergency,Day,ED_TRIAGE,4,4,0
2025-12-14,Emergency,Evening,ED_TRIAGE,4,2,2
2025-12-14,Emergency,Night,ED_TRIAGE,3,0,3
2025-12-14,ICU,Day,ICU_CERT,3,3,0
2025-12-14,ICU,Day,VENT,2,3,0
2025-12-14,ICU,Evening,ICU_CERT,3,3,0
2025-12-14,ICU,Evening,VENT,2,1,1
2025-12-14,ICU,Night,ICU_CERT,3,0,3
2025-12-14,ICU,Night,VENT,2,2,0
2025-12-14,Pediatrics,Day,PED_CERT,3,3,0
2025-12-14,Pediatrics,Evening,PED_CERT,3,1,2
2025-12-14,Pediatrics,Night,PED_CERT,3,3,0
2025-12-14,Surgery,Day,OR_CERT,4,1,3
2025-12-14,Surgery,Day,SURG_ASSIST,3,1,2
2025-12-14,Surgery,Evening,OR_CERT,3,3,0
2025-12-14,Surgery,Evening,SURG_ASSIST,2,3,0
2025-12-14,Surgery,Night,OR_CERT,1,0,1
2025-12-14,Surgery,Night,SURG_ASSIST,1,3,0
2025-12-15,Emergency,Day,ED_TRIAGE,5,4,1
2025-12-15,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-15,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-15,ICU,Day,ICU_CERT,3,3,0
2025-12-15,ICU,Day,VENT,2,3,0
2025-12-15,ICU,Evening,ICU_CERT,3,3,0
2025-12-15,ICU,Evening,VENT,2,2,0
2025-12-15,ICU,Night,ICU_CERT,3,3,0
2025-12-15,ICU,Night,VENT,2,2,0
2025-12-15,Pediatrics,Day,PED_CERT,3,2,1
2025-12-15,Pediatrics,Evening,PED_CERT,3,4,0
2025-12-15,Pediatrics,Night,PED_CERT,3,1,2
2025-12-15,Surgery,Day,OR_CERT,4,4,0
2025-12-15,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-15,Surgery,Evening,OR_CERT,3,3,0
2025-12-15,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-15,Surgery,Night,OR_CERT,1,1,0
2025-12-15,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-16,Emergency,Day,ED_TRIAGE,5,0,5
2025-12-16,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-16,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-16,ICU,Day,ICU_CERT,3,3,0
2025-12-16,ICU,Day,VENT,2,3,0
2025-12-16,ICU,Evening,ICU_CERT,3,1,2
2025-12-16,ICU,Evening,VENT,2,2,0
2025-12-16,ICU,Night,ICU_CERT,3,2,1
2025-12-16,ICU,Night,VENT,2,1,1
2025-12-16,Pediatrics,Day,PED_CERT,3,3,0
2025-12-16,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-16,Pediatrics,Night,PED_CERT,3,2,1
2025-12-16,Surgery,Day,OR_CERT,4,4,0
2025-12-16,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-16,Surgery,Evening,OR_CERT,3,3,0
2025-12-16,Surgery,Evening,SURG_ASSIST,2,3,0
2025-12-16,Surgery,Night,OR_CERT,1,2,0
2025-12-16,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-17,Emergency,Day,ED_TRIAGE,4,1,3
2025-12-17,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-17,Emergency,Night,ED_TRIAGE,3,0,3
2025-12-17,ICU,Day,ICU_CERT,3,4,0
2025-12-17,ICU,Day,VENT,2,1,1
2025-12-17,ICU,Evening,ICU_CERT,3,2,1
2025-12-17,ICU,Evening,VENT,2,2,0
2025-12-17,ICU,Night,ICU_CERT,3,3,0
2025-12-17,ICU,Night,VENT,2,3,0
2025-12-17,Pediatrics,Day,PED_CERT,3,3,0
2025-12-17,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-17,Pediatrics,Night,PED_CERT,3,2,1
2025-12-17,Surgery,Day,OR_CERT,4,4,0
2025-12-17,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-17,Surgery,Evening,OR_CERT,3,3,0
2025-12-17,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-17,Surgery,Night,OR_CERT,1,1,0
2025-12-17,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-18,Emergency,Day,ED_TRIAGE,4,4,0
2025-12-18,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-18,Emergency,Night,ED_TRIAGE,3,1,2
2025-12-18,ICU,Day,ICU_CERT,3,3,0
2025-12-18,ICU,Day,VENT,2,2,0
2025-12-18,ICU,Evening,ICU_CERT,3,3,0
2025-12-18,ICU,Evening,VENT,2,3,0
2025-12-18,ICU,Night,ICU_CERT,3,0,3
2025-12-18,ICU,Night,VENT,2,0,2
2025-12-18,Pediatrics,Day,PED_CERT,3,2,1
2025-12-18,Pediatrics,Evening,PED_CERT,3,0,3
2025-12-18,Pediatrics,Night,PED_CERT,3,3,0
2025-12-18,Surgery,Day,OR_CERT,4,4,0
2025-12-18,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-18,Surgery,Evening,OR_CERT,3,3,0
2025-12-18,Surgery,Evening,SURG_ASSIST,2,4,0
2025-12-18,Surgery,Night,OR_CERT,1,1,0
2025-12-18,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-19,Emergency,Day,ED_TRIAGE,4,3,1
2025-12-19,Emergency,Evening,ED_TRIAGE,4,0,4
2025-12-19,Emergency,Night,ED_TRIAGE,3,0,3
2025-12-19,ICU,Day,ICU_CERT,3,2,1
2025-12-19,ICU,Day,VENT,2,2,0
2025-12-19,ICU,Evening,ICU_CERT,3,3,0
2025-12-19,ICU,Evening,VENT,2,3,0
2025-12-19,ICU,Night,ICU_CERT,3,3,0
2025-12-19,ICU,Night,VENT,2,3,0
2025-12-19,Pediatrics,Day,PED_CERT,3,3,0
2025-12-19,Pediatrics,Evening,PED_CERT,3,0,3
2025-12-19,Pediatrics,Night,PED_CERT,3,4,0
2025-12-19,Surgery,Day,OR_CERT,4,4,0
2025-12-19,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-19,Surgery,Evening,OR_CERT,3,3,0
2025-12-19,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-19,Surgery,Night,OR_CERT,1,1,0
2025-12-19,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-20,Emergency,Day,ED_TRIAGE,4,4,0
2025-12-20,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-20,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-20,ICU,Day,ICU_CERT,3,3,0
2025-12-20,ICU,Day,VENT,2,2,0
2025-12-20,ICU,Evening,ICU_CERT,3,1,2
2025-12-20,ICU,Evening,VENT,2,1,1
2025-12-20,ICU,Night,ICU_CERT,3,3,0
2025-12-20,ICU,Night,VENT,2,2,0
2025-12-20,Pediatrics,Day,PED_CERT,3,3,0
2025-12-20,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-20,Pediatrics,Night,PED_CERT,3,3,0
2025-12-20,Surgery,Day,OR_CERT,4,3,1
2025-12-20,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-20,Surgery,Evening,OR_CERT,3,3,0
2025-12-20,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-20,Surgery,Night,OR_CERT,1,1,0
2025-12-20,Surgery,Night,SURG_ASSIST,1,0,1
2025-12-21,Emergency,Day,ED_TRIAGE,4,2,2
2025-12-21,Emergency,Evening,ED_TRIAGE,4,1,3
2025-12-21,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-21,ICU,Day,ICU_CERT,3,3,0
2025-12-21,ICU,Day,VENT,2,2,0
2025-12-21,ICU,Evening,ICU_CERT,3,0,3
2025-12-21,ICU,Evening,VENT,2,2,0
2025-12-21,ICU,Night,ICU_CERT,3,3,0
2025-12-21,ICU,Night,VENT,2,2,0
2025-12-21,Pediatrics,Day,PED_CERT,3,3,0
2025-12-21,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-21,Pediatrics,Night,PED_CERT,3,3,0
2025-12-21,Surgery,Day,OR_CERT,4,3,1
2025-12-21,Surgery,Day,SURG_ASSIST,3,4,0
2025-12-21,Surgery,Evening,OR_CERT,3,3,0
2025-12-21,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-21,Surgery,Night,OR_CERT,1,1,0
2025-12-21,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-22,Emergency,Day,ED_TRIAGE,5,2,3
2025-12-22,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-22,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-22,ICU,Day,ICU_CERT,3,2,1
2025-12-22,ICU,Day,VENT,2,2,0
2025-12-22,ICU,Evening,ICU_CERT,3,2,1
2025-12-22,ICU,Evening,VENT,2,2,0
2025-12-22,ICU,Night,ICU_CERT,3,3,0
2025-12-22,ICU,Night,VENT,2,2,0
2025-12-22,Pediatrics,Day,PED_CERT,3,3,0
2025-12-22,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-22,Pediatrics,Night,PED_CERT,3,2,1
2025-12-22,Surgery,Day,OR_CERT,4,4,0
2025-12-22,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-22,Surgery,Evening,OR_CERT,3,3,0
2025-12-22,Surgery,Evening,SURG_ASSIST,2,3,0
2025-12-22,Surgery,Night,OR_CERT,1,1,0
2025-12-22,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-23,Emergency,Day,ED_TRIAGE,5,6,0
2025-12-23,Emergency,Evening,ED_TRIAGE,4,1,3
2025-12-23,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-23,ICU,Day,ICU_CERT,3,1,2
2025-12-23,ICU,Day,VENT,2,1,1
2025-12-23,ICU,Evening,ICU_CERT,3,3,0
2025-12-23,ICU,Evening,VENT,2,2,0
2025-12-23,ICU,Night,ICU_CERT,3,2,1
2025-12-23,ICU,Night,VENT,2,2,0
2025-12-23,Pediatrics,Day,PED_CERT,3,3,0
2025-12-23,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-23,Pediatrics,Night,PED_CERT,3,2,1
2025-12-23,Surgery,Day,OR_CERT,4,4,0
2025-12-23,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-23,Surgery,Evening,OR_CERT,3,3,0
2025-12-23,Surgery,Evening,SURG_ASSIST,2,3,0
2025-12-23,Surgery,Night,OR_CERT,1,1,0
2025-12-23,Surgery,Night,SURG_ASSIST,1,0,1
2025-12-24,Emergency,Day,ED_TRIAGE,4,6,0
2025-12-24,Emergency,Evening,ED_TRIAGE,4,0,4
2025-12-24,Emergency,Night,ED_TRIAGE,3,2,1
2025-12-24,ICU,Day,ICU_CERT,3,3,0
2025-12-24,ICU,Day,VENT,2,2,0
2025-12-24,ICU,Evening,ICU_CERT,3,2,1
2025-12-24,ICU,Evening,VENT,2,2,0
2025-12-24,ICU,Night,ICU_CERT,3,1,2
2025-12-24,ICU,Night,VENT,2,1,1
2025-12-24,Pediatrics,Day,PED_CERT,3,2,1
2025-12-24,Pediatrics,Evening,PED_CERT,3,0,3
2025-12-24,Pediatrics,Night,PED_CERT,3,3,0
2025-12-24,Surgery,Day,OR_CERT,4,2,2
2025-12-24,Surgery,Day,SURG_ASSIST,3,3,0
2025-12-24,Surgery,Evening,OR_CERT,3,3,0
2025-12-24,Surgery,Evening,SURG_ASSIST,2,3,0
2025-12-24,Surgery,Night,OR_CERT,1,1,0
2025-12-24,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-25,Emergency,Day,ED_TRIAGE,5,0,5
2025-12-25,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-25,Emergency,Night,ED_TRIAGE,3,3,0
2025-12-25,ICU,Day,ICU_CERT,3,3,0
2025-12-25,ICU,Day,VENT,2,2,0
2025-12-25,ICU,Evening,ICU_CERT,3,1,2
2025-12-25,ICU,Evening,VENT,2,2,0
2025-12-25,ICU,Night,ICU_CERT,3,3,0
2025-12-25,ICU,Night,VENT,2,0,2
2025-12-25,Pediatrics,Day,PED_CERT,3,1,2
2025-12-25,Pediatrics,Evening,PED_CERT,3,3,0
2025-12-25,Pediatrics,Night,PED_CERT,3,2,1
2025-12-25,Surgery,Day,OR_CERT,4,1,3
2025-12-25,Surgery,Day,SURG_ASSIST,3,2,1
2025-12-25,Surgery,Evening,OR_CERT,3,3,0
2025-12-25,Surgery,Evening,SURG_ASSIST,2,2,0
2025-12-25,Surgery,Night,OR_CERT,1,1,0
2025-12-25,Surgery,Night,SURG_ASSIST,1,1,0
2025-12-26,Emergency,Day,ED_TRIAGE,4,2,2
2025-12-26,Emergency,Evening,ED_TRIAGE,4,4,0
2025-12-26,Emergency,Night,ED_TRIAGE,3,0,3
2025-12-26,ICU,Day,ICU_CERT,3,3,0
2025-12-26,ICU,Day,VENT,2,2,0
2025-12-26,ICU,Evening,ICU_CERT,3,2,1
2025-12-26,ICU,Evening,VENT,2,2,0
